"","Tissue","eRNA_ID","Age_Rs","Age_FDR","BMI_Rs","BMI_FDR","Height_Rs","Height_FDR","Weight_Rs","Weight_FDR","Gender_Fold","Gender_FDR","Race_F","Race_FDR"
"Skin_no_sun ENSR00000326195","Skin_no_sun","ENSR00000326195","","","","","","","","","","","4.6901","<0.0001"
"Skin_no_sun ENSR00000326495","Skin_no_sun","ENSR00000326495","","","","","","","","","","","12.4466","<0.0001"
"Skin_no_sun ENSR00000326496","Skin_no_sun","ENSR00000326496","","","","","","","","","","","12.6597","<0.0001"
"Skin_no_sun ENSR00000326497","Skin_no_sun","ENSR00000326497","","","","","","","","","","","12.5484","<0.0001"
"Skin_no_sun ENSR00000326498","Skin_no_sun","ENSR00000326498","","","","","","","","","","","9.2399","<0.0001"
"Skin_no_sun ENSR00000326807","Skin_no_sun","ENSR00000326807","","","","","","","","","","","5.922","<0.0001"
"Skin_no_sun ENSR00000326831","Skin_no_sun","ENSR00000326831","","","","","","","","","","","5.9721","<0.0001"
"Skin_no_sun ENSR00000326833","Skin_no_sun","ENSR00000326833","","","","","","","","","","","5.1547","<0.0001"
"Skin_no_sun ENSR00000327392","Skin_no_sun","ENSR00000327392","","","","","","","","","","","5.694","<0.0001"
"Skin_no_sun ENSR00000327772","Skin_no_sun","ENSR00000327772","","","","","","","","","","","7.8771","<0.0001"
"Skin_no_sun ENSR00000327840","Skin_no_sun","ENSR00000327840","","","","","","","","","","","9.9874","<0.0001"
"Skin_no_sun ENSR00000328392","Skin_no_sun","ENSR00000328392","","","","","","","","","","","5.4882","<0.0001"
"Skin_no_sun ENSR00000328875","Skin_no_sun","ENSR00000328875","","","","","","","","","","","7.5106","<0.0001"
"Skin_no_sun ENSR00000329321","Skin_no_sun","ENSR00000329321","","","","","","","","","","","4.9524","<0.0001"
"Skin_no_sun ENSR00000329477","Skin_no_sun","ENSR00000329477","","","","","","","","","","","5.4213","<0.0001"
"Skin_no_sun ENSR00000329750","Skin_no_sun","ENSR00000329750","","","","","","","","","","","5.3461","<0.0001"
"Skin_no_sun ENSR00000329974","Skin_no_sun","ENSR00000329974","","","","","","","","","","","5.7876","<0.0001"
"Skin_no_sun ENSR00000330394","Skin_no_sun","ENSR00000330394","","","","","","","","","","","13.0838","<0.0001"
"Skin_no_sun ENSR00000330395","Skin_no_sun","ENSR00000330395","","","","","","","","","","","12.5547","<0.0001"
"Skin_no_sun ENSR00000330438","Skin_no_sun","ENSR00000330438","","","","","","","","","","","5.9113","<0.0001"
"Skin_no_sun ENSR00000331357","Skin_no_sun","ENSR00000331357","","","","","","","","","","","8.7339","<0.0001"
"Skin_no_sun ENSR00000331870","Skin_no_sun","ENSR00000331870","","","","","","","","","","","5.6541","<0.0001"
"Skin_no_sun ENSR00000331914","Skin_no_sun","ENSR00000331914","","","","","","","","","","","5.4146","<0.0001"
"Skin_no_sun ENSR00000332466","Skin_no_sun","ENSR00000332466","","","","","","","","","","","5.056","<0.0001"
"Skin_no_sun ENSR00000332536","Skin_no_sun","ENSR00000332536","","","","","","","","","","","4.6518","<0.0001"
"Skin_no_sun ENSR00000333086","Skin_no_sun","ENSR00000333086","","","","","","","","","","","15.7866","1e-04"
"Skin_no_sun ENSR00000333436","Skin_no_sun","ENSR00000333436","","","","","","","","","","","6.2217","<0.0001"
"Skin_no_sun ENSR00000334039","Skin_no_sun","ENSR00000334039","","","","","","","","","","","5.6221","<0.0001"
"Skin_no_sun ENSR00000334195","Skin_no_sun","ENSR00000334195","","","","","","","","","","","8.084","<0.0001"
"Skin_no_sun ENSR00000334196","Skin_no_sun","ENSR00000334196","","","","","","","","","","","8.7311","<0.0001"
"Skin_no_sun ENSR00000334367","Skin_no_sun","ENSR00000334367","","","","","","","","","","","13.169","<0.0001"
"Skin_no_sun ENSR00000334590","Skin_no_sun","ENSR00000334590","","","","","","","","","","","9.986","<0.0001"
"Skin_no_sun ENSR00000334768","Skin_no_sun","ENSR00000334768","","","","","","","","","","","5.1673","<0.0001"
"Skin_no_sun ENSR00000334936","Skin_no_sun","ENSR00000334936","","","","","","","","","","","5.1635","<0.0001"
"Skin_no_sun ENSR00000335161","Skin_no_sun","ENSR00000335161","","","","","","","","","","","9.3796","<0.0001"
"Skin_no_sun ENSR00000335347","Skin_no_sun","ENSR00000335347","","","","","","","","","","","9.5128","<0.0001"
"Skin_no_sun ENSR00000335475","Skin_no_sun","ENSR00000335475","","","","","","","","","","","7.8655","<0.0001"
"Skin_no_sun ENSR00000335494","Skin_no_sun","ENSR00000335494","","","","","","","","","","","11.999","<0.0001"
"Skin_no_sun ENSR00000335910","Skin_no_sun","ENSR00000335910","","","","","","","","","","","7.6021","<0.0001"
"Skin_no_sun ENSR00000336598","Skin_no_sun","ENSR00000336598","","","","","","","","","","","8.2098","<0.0001"
"Skin_no_sun ENSR00000336625","Skin_no_sun","ENSR00000336625","","","","","","","","","","","5.2948","<0.0001"
"Skin_no_sun ENSR00000337213","Skin_no_sun","ENSR00000337213","","","","","","","","","","","5.1832","<0.0001"
"Skin_no_sun ENSR00000337623","Skin_no_sun","ENSR00000337623","","","","","","","","","","","10.7521","<0.0001"
"Skin_no_sun ENSR00000337624","Skin_no_sun","ENSR00000337624","","","","","","","","","","","11.3725","<0.0001"
"Skin_no_sun ENSR00000337628","Skin_no_sun","ENSR00000337628","","","","","","","","","","","8.5601","<0.0001"
"Skin_no_sun ENSR00000337777","Skin_no_sun","ENSR00000337777","","","","","","","","","","","5.2433","<0.0001"
"Skin_no_sun ENSR00000337892","Skin_no_sun","ENSR00000337892","","","","","","","","","","","4.9627","<0.0001"
"Skin_no_sun ENSR00000338058","Skin_no_sun","ENSR00000338058","","","","","","","","","","","6.0554","<0.0001"
"Skin_no_sun ENSR00000341579","Skin_no_sun","ENSR00000341579","","","","","","","","","","","5.9707","<0.0001"
"Skin_no_sun ENSR00000341582","Skin_no_sun","ENSR00000341582","","","","","","","","","","","6.6154","<0.0001"
"Skin_no_sun ENSR00000341824","Skin_no_sun","ENSR00000341824","","","","","","","","","","","4.6899","<0.0001"
"Skin_no_sun ENSR00000342711","Skin_no_sun","ENSR00000342711","","","","","","","","","","","4.8542","<0.0001"
"Skin_no_sun 10:110248033-110254033","Skin_no_sun","10:110248033-110254033","","","","","","","","","","","8.5529","<0.0001"
"Skin_no_sun 10:131926523-131932523","Skin_no_sun","10:131926523-131932523","","","","","","","","","","","5.1169","<0.0001"
"Skin_no_sun 10:133505852-133511852","Skin_no_sun","10:133505852-133511852","","","","","","","","","","","13.4372","<0.0001"
"Skin_no_sun 10:20225994-20231994","Skin_no_sun","10:20225994-20231994","","","","","","","","","","","5.4106","<0.0001"
"Skin_no_sun 10:20226670-20232670","Skin_no_sun","10:20226670-20232670","","","","","","","","","","","5.3585","<0.0001"
"Skin_no_sun 10:48353934-48359934","Skin_no_sun","10:48353934-48359934","","","","","","","","","","","13.1871","<0.0001"
"Skin_no_sun 10:50611777-50617777","Skin_no_sun","10:50611777-50617777","","","","","","","","","","","6.9083","<0.0001"
"Skin_no_sun 10:68015832-68021832","Skin_no_sun","10:68015832-68021832","","","","","","","","","","","5.817","<0.0001"
"Skin_no_sun 10:91211416-91217416","Skin_no_sun","10:91211416-91217416","","","","","","","","","","","5.2847","<0.0001"
"Skin_no_sun 10:91212519-91218519","Skin_no_sun","10:91212519-91218519","","","","","","","","","","","4.7823","<0.0001"
"Skin_no_sun 11:102422471-102428471","Skin_no_sun","11:102422471-102428471","","","","","","","","","","","7.5667","<0.0001"
"Skin_no_sun 11:102423875-102429875","Skin_no_sun","11:102423875-102429875","","","","","","","","","","","5.2234","<0.0001"
"Skin_no_sun 11:110444349-110450349","Skin_no_sun","11:110444349-110450349","","","","","","","","","","","6.5205","<0.0001"
"Skin_no_sun 11:119692270-119698270","Skin_no_sun","11:119692270-119698270","","","","","","","","","","","7.269","<0.0001"
"Skin_no_sun 11:119717061-119723061","Skin_no_sun","11:119717061-119723061","","","","","","","","","","","5.9879","<0.0001"
"Skin_no_sun 11:119722326-119728326","Skin_no_sun","11:119722326-119728326","","","","","","","","","","","5.3635","<0.0001"
"Skin_no_sun 11:120290629-120296629","Skin_no_sun","11:120290629-120296629","","","","","","","","","","","9.9423","<0.0001"
"Skin_no_sun 11:126025311-126031311","Skin_no_sun","11:126025311-126031311","","","","","","","","","","","5.9305","<0.0001"
"Skin_no_sun 11:12677446-12683446","Skin_no_sun","11:12677446-12683446","","","","","","","","","","","10.9347","<0.0001"
"Skin_no_sun 11:34895486-34901486","Skin_no_sun","11:34895486-34901486","","","","","","","","","","","17.6132","0"
"Skin_no_sun 11:44215516-44221516","Skin_no_sun","11:44215516-44221516","","","","","","","","","","","5.2158","<0.0001"
"Skin_no_sun 11:61107337-61113337","Skin_no_sun","11:61107337-61113337","","","","","","","","","","","6.8445","<0.0001"
"Skin_no_sun 11:74820918-74826918","Skin_no_sun","11:74820918-74826918","","","","","","","","","","","6.938","<0.0001"
"Skin_no_sun 11:7891257-7897257","Skin_no_sun","11:7891257-7897257","","","","","","","","","","","7.9648","<0.0001"
"Skin_no_sun 12:120004479-120010479","Skin_no_sun","12:120004479-120010479","","","","","","","","","","","6.6967","<0.0001"
"Skin_no_sun 12:462330-468330","Skin_no_sun","12:462330-468330","","","","","","","","","","","5.1209","<0.0001"
"Skin_no_sun 12:52174468-52180468","Skin_no_sun","12:52174468-52180468","","","","","","","","","","","5.4186","<0.0001"
"Skin_no_sun 12:58904041-58910041","Skin_no_sun","12:58904041-58910041","","","","","","","","","","","5.7551","<0.0001"
"Skin_no_sun 12:70247979-70253979","Skin_no_sun","12:70247979-70253979","","","","","","","","","","","5.0338","<0.0001"
"Skin_no_sun 12:70252151-70258151","Skin_no_sun","12:70252151-70258151","","","","","","","","","","","4.8046","<0.0001"
"Skin_no_sun 13:40997185-41003185","Skin_no_sun","13:40997185-41003185","","","","","","","","","","","5.7588","<0.0001"
"Skin_no_sun 13:51742833-51748833","Skin_no_sun","13:51742833-51748833","","","","","","","","","","","5.9137","<0.0001"
"Skin_no_sun 13:75582299-75588299","Skin_no_sun","13:75582299-75588299","","","","","","","","","","","7.0948","<0.0001"
"Skin_no_sun 13:79500978-79506978","Skin_no_sun","13:79500978-79506978","","","","","","","","","","","9.0322","<0.0001"
"Skin_no_sun 13:99358409-99364409","Skin_no_sun","13:99358409-99364409","","","","","","","","","","","7.1593","<0.0001"
"Skin_no_sun 14:105033430-105039430","Skin_no_sun","14:105033430-105039430","","","","","","","","","","","18.6132","0"
"Skin_no_sun 14:105041942-105047942","Skin_no_sun","14:105041942-105047942","","","","","","","","","","","5.9394","<0.0001"
"Skin_no_sun 14:105058665-105064665","Skin_no_sun","14:105058665-105064665","","","","","","","","","","","5.452","<0.0001"
"Skin_no_sun 14:105069641-105075641","Skin_no_sun","14:105069641-105075641","","","","","","","","","","","6.5579","<0.0001"
"Skin_no_sun 14:55371466-55377466","Skin_no_sun","14:55371466-55377466","","","","","","","","","","","4.792","<0.0001"
"Skin_no_sun 14:70334404-70340404","Skin_no_sun","14:70334404-70340404","","","","","","","","","","","7.7248","<0.0001"
"Skin_no_sun 14:89200578-89206578","Skin_no_sun","14:89200578-89206578","","","","","","","","","","","5.79","<0.0001"
"Skin_no_sun 14:89202355-89208355","Skin_no_sun","14:89202355-89208355","","","","","","","","","","","5.4674","<0.0001"
"Skin_no_sun 14:90924606-90930606","Skin_no_sun","14:90924606-90930606","","","","","","","","","","","5.1818","<0.0001"
"Skin_no_sun 15:41965052-41971052","Skin_no_sun","15:41965052-41971052","","","","","","","","","","","5.7767","<0.0001"
"Skin_no_sun 15:56180214-56186214","Skin_no_sun","15:56180214-56186214","","","","","","","","","","","8.3981","<0.0001"
"Skin_no_sun 15:56180811-56186811","Skin_no_sun","15:56180811-56186811","","","","","","","","","","","7.374","<0.0001"
"Skin_no_sun 15:63576041-63582041","Skin_no_sun","15:63576041-63582041","","","","","","","","","","","6.8811","<0.0001"
"Skin_no_sun 15:73183766-73189766","Skin_no_sun","15:73183766-73189766","","","","","","","","","","","7.3995","<0.0001"
"Skin_no_sun 16:10499993-10505993","Skin_no_sun","16:10499993-10505993","","","","","","","","","","","9.0712","<0.0001"
"Skin_no_sun 16:605301-611301","Skin_no_sun","16:605301-611301","","","","","","","","","","","5.3842","<0.0001"
"Skin_no_sun 16:63257357-63263357","Skin_no_sun","16:63257357-63263357","","","","","","","","","","","7.7069","<0.0001"
"Skin_no_sun 17:17945169-17951169","Skin_no_sun","17:17945169-17951169","","","","","","","","","","","7.2936","<0.0001"
"Skin_no_sun 17:40949775-40955775","Skin_no_sun","17:40949775-40955775","","","","","","","","","","","12.0766","<0.0001"
"Skin_no_sun 17:40951037-40957037","Skin_no_sun","17:40951037-40957037","","","","","","","","","","","11.5569","<0.0001"
"Skin_no_sun 17:66696560-66702560","Skin_no_sun","17:66696560-66702560","","","","","","","","","","","11.7288","<0.0001"
"Skin_no_sun 17:69206891-69212891","Skin_no_sun","17:69206891-69212891","","","","","","","","","","","4.8117","<0.0001"
"Skin_no_sun 18:233095-239095","Skin_no_sun","18:233095-239095","","","","","","","","","","","7.5328","<0.0001"
"Skin_no_sun 18:31449573-31455573","Skin_no_sun","18:31449573-31455573","","","","","","","","","","","8.705","<0.0001"
"Skin_no_sun 18:54174666-54180666","Skin_no_sun","18:54174666-54180666","","","","","","","","","","","4.8004","<0.0001"
"Skin_no_sun 19:23344837-23350837","Skin_no_sun","19:23344837-23350837","","","","","","","","","","","4.9994","<0.0001"
"Skin_no_sun 19:27780747-27786747","Skin_no_sun","19:27780747-27786747","","","","","","","","","","","4.9252","<0.0001"
"Skin_no_sun 19:377765-383765","Skin_no_sun","19:377765-383765","","","","","","","","","","","16.669","0"
"Skin_no_sun 19:380135-386135","Skin_no_sun","19:380135-386135","","","","","","","","","","","16.7218","0"
"Skin_no_sun 19:44317694-44323694","Skin_no_sun","19:44317694-44323694","","","","","","","","","","","5.6467","<0.0001"
"Skin_no_sun 19:44318881-44324881","Skin_no_sun","19:44318881-44324881","","","","","","","","","","","6.2737","<0.0001"
"Skin_no_sun 1:107653870-107659870","Skin_no_sun","1:107653870-107659870","","","","","","","","","","","7.6943","<0.0001"
"Skin_no_sun 1:120061629-120067629","Skin_no_sun","1:120061629-120067629","","","","","","","","","","","8.9826","<0.0001"
"Skin_no_sun 1:13758080-13764080","Skin_no_sun","1:13758080-13764080","","","","","","","","","","","6.2172","<0.0001"
"Skin_no_sun 1:148850632-148856632","Skin_no_sun","1:148850632-148856632","","","","","","","","","","","5.7873","<0.0001"
"Skin_no_sun 1:155470425-155476425","Skin_no_sun","1:155470425-155476425","","","","","","","","","","","4.6653","<0.0001"
"Skin_no_sun 1:160405199-160411199","Skin_no_sun","1:160405199-160411199","","","","","","","","","","","4.6714","<0.0001"
"Skin_no_sun 1:16181942-16187942","Skin_no_sun","1:16181942-16187942","","","","","","","","","","","5.3638","<0.0001"
"Skin_no_sun 1:186958931-186964931","Skin_no_sun","1:186958931-186964931","","","","","","","","","","","8.656","<0.0001"
"Skin_no_sun 1:198265744-198271744","Skin_no_sun","1:198265744-198271744","","","","","","","","","","","4.5652","<0.0001"
"Skin_no_sun 1:226244530-226250530","Skin_no_sun","1:226244530-226250530","","","","","","","","","","","5.4311","<0.0001"
"Skin_no_sun 1:246597360-246603360","Skin_no_sun","1:246597360-246603360","","","","","","","","","","","6.0002","<0.0001"
"Skin_no_sun 1:246869016-246875016","Skin_no_sun","1:246869016-246875016","","","","","","","","","","","6.9728","<0.0001"
"Skin_no_sun 1:39040346-39046346","Skin_no_sun","1:39040346-39046346","","","","","","","","","","","4.9792","<0.0001"
"Skin_no_sun 1:39040959-39046959","Skin_no_sun","1:39040959-39046959","","","","","","","","","","","4.6623","<0.0001"
"Skin_no_sun 1:41568308-41574308","Skin_no_sun","1:41568308-41574308","","","","","","","","","","","5.0344","<0.0001"
"Skin_no_sun 1:70278250-70284250","Skin_no_sun","1:70278250-70284250","","","","","","","","","","","7.0196","<0.0001"
"Skin_no_sun 1:91010216-91016216","Skin_no_sun","1:91010216-91016216","","","","","","","","","","","5.1894","<0.0001"
"Skin_no_sun 1:9116873-9122873","Skin_no_sun","1:9116873-9122873","","","","","","","","","","","10.1063","<0.0001"
"Skin_no_sun 1:92312876-92318876","Skin_no_sun","1:92312876-92318876","","","","","","","","","","","5.4097","<0.0001"
"Skin_no_sun 20:13053025-13059025","Skin_no_sun","20:13053025-13059025","","","","","","","","","","","15.5483","1e-04"
"Skin_no_sun 20:20621797-20627797","Skin_no_sun","20:20621797-20627797","","","","","","","","","","","5.2217","<0.0001"
"Skin_no_sun 20:24106221-24112221","Skin_no_sun","20:24106221-24112221","","","","","","","","","","","7.1734","<0.0001"
"Skin_no_sun 20:3176120-3182120","Skin_no_sun","20:3176120-3182120","","","","","","","","","","","10.1717","<0.0001"
"Skin_no_sun 20:337919-343919","Skin_no_sun","20:337919-343919","","","","","","","","","","","6.488","<0.0001"
"Skin_no_sun 20:36481671-36487671","Skin_no_sun","20:36481671-36487671","","","","","","","","","","","5.5945","<0.0001"
"Skin_no_sun 20:41030394-41036394","Skin_no_sun","20:41030394-41036394","","","","","","","","","","","7.1972","<0.0001"
"Skin_no_sun 20:62919649-62925649","Skin_no_sun","20:62919649-62925649","","","","","","","","","","","8.2798","<0.0001"
"Skin_no_sun 20:63911137-63917137","Skin_no_sun","20:63911137-63917137","","","","","","","","","","","5.5847","<0.0001"
"Skin_no_sun 21:15778546-15784546","Skin_no_sun","21:15778546-15784546","","","","","","","","","","","9.2305","<0.0001"
"Skin_no_sun 21:39035206-39041206","Skin_no_sun","21:39035206-39041206","","","","","","","","","","","7.665","<0.0001"
"Skin_no_sun 21:39298932-39304932","Skin_no_sun","21:39298932-39304932","","","","","","","","","","","5.7928","<0.0001"
"Skin_no_sun 22:35276020-35282020","Skin_no_sun","22:35276020-35282020","","","","","","","","","","","11.6101","<0.0001"
"Skin_no_sun 2:185964415-185970415","Skin_no_sun","2:185964415-185970415","","","","","","","","","","","7.5425","<0.0001"
"Skin_no_sun 2:186147526-186153526","Skin_no_sun","2:186147526-186153526","","","","","","","","","","","7.3782","<0.0001"
"Skin_no_sun 2:209712708-209718708","Skin_no_sun","2:209712708-209718708","","","","","","","","","","","7.6456","<0.0001"
"Skin_no_sun 2:224524913-224530913","Skin_no_sun","2:224524913-224530913","","","","","","","","","","","4.7443","<0.0001"
"Skin_no_sun 2:241760236-241766236","Skin_no_sun","2:241760236-241766236","","","","","","","","","","","4.6172","<0.0001"
"Skin_no_sun 2:241761143-241767143","Skin_no_sun","2:241761143-241767143","","","","","","","","","","","4.6495","<0.0001"
"Skin_no_sun 2:241761427-241767427","Skin_no_sun","2:241761427-241767427","","","","","","","","","","","4.685","<0.0001"
