"","Tissue","eRNA_ID","Age_Rs","Age_FDR","BMI_Rs","BMI_FDR","Height_Rs","Height_FDR","Weight_Rs","Weight_FDR","Gender_Fold","Gender_FDR","Race_F","Race_FDR"
"Adipose_sub 3:65057104-65063104","Adipose_sub","3:65057104-65063104","","","","","","","","","","","5.5157","<0.0001"
"Adipose_sub 4:119281345-119287345","Adipose_sub","4:119281345-119287345","","","","","","","","","","","5.85","<0.0001"
"Adipose_sub 4:148185759-148191759","Adipose_sub","4:148185759-148191759","","","","","","","","","","","6.0686","<0.0001"
"Adipose_sub 4:151219590-151225590","Adipose_sub","4:151219590-151225590","","","","","","","","","","","16.2114","0"
"Adipose_sub 4:185381882-185387882","Adipose_sub","4:185381882-185387882","","","","","","","","","","","5.9697","<0.0001"
"Adipose_sub 4:26209818-26215818","Adipose_sub","4:26209818-26215818","","","","","","","","","","","5.5248","<0.0001"
"Adipose_sub 4:54017263-54023263","Adipose_sub","4:54017263-54023263","","","","","","","","","","","8.0199","<0.0001"
"Adipose_sub 4:75027067-75033067","Adipose_sub","4:75027067-75033067","","","","","","","","","","","5.1404","<0.0001"
"Adipose_sub 4:7971379-7977379","Adipose_sub","4:7971379-7977379","","","","","","","","","","","7.2878","<0.0001"
"Adipose_sub 4:87483907-87489907","Adipose_sub","4:87483907-87489907","","","","","","","","","","","6.536","<0.0001"
"Adipose_sub 5:55443219-55449219","Adipose_sub","5:55443219-55449219","","","","","","","","","","","8.1474","<0.0001"
"Adipose_sub 5:55461103-55467103","Adipose_sub","5:55461103-55467103","","","","","","","","","","","5.0917","<0.0001"
"Adipose_sub 6:108711706-108717706","Adipose_sub","6:108711706-108717706","","","","","","","","","","","5.7001","<0.0001"
"Adipose_sub 6:111396796-111402796","Adipose_sub","6:111396796-111402796","","","","","","","","","","","6.4923","<0.0001"
"Adipose_sub 6:128293007-128299007","Adipose_sub","6:128293007-128299007","","","","","","","","","","","5.9318","<0.0001"
"Adipose_sub 6:144807843-144813843","Adipose_sub","6:144807843-144813843","","","","","","","","","","","6.2124","<0.0001"
"Adipose_sub 6:144812885-144818885","Adipose_sub","6:144812885-144818885","","","","","","","","","","","7.8376","<0.0001"
"Adipose_sub 7:130945912-130951912","Adipose_sub","7:130945912-130951912","","","","","","","","","","","11.2578","<0.0001"
"Adipose_sub 7:130948794-130954794","Adipose_sub","7:130948794-130954794","","","","","","","","","","","10.3065","<0.0001"
"Adipose_sub 7:130970638-130976638","Adipose_sub","7:130970638-130976638","","","","","","","","","","","7.4152","<0.0001"
"Adipose_sub 7:131032720-131038720","Adipose_sub","7:131032720-131038720","","","","","","","","","","","5.4233","<0.0001"
"Adipose_sub 7:131417510-131423510","Adipose_sub","7:131417510-131423510","","","","","","","","","","","7.9813","<0.0001"
"Adipose_sub 7:22176843-22182843","Adipose_sub","7:22176843-22182843","","","","","","","","","","","5.3198","<0.0001"
"Adipose_sub 7:30229615-30235615","Adipose_sub","7:30229615-30235615","","","","","","","","","","","26.5185","0"
"Adipose_sub 7:66716420-66722420","Adipose_sub","7:66716420-66722420","","","","","","","","","","","7.6865","<0.0001"
"Adipose_sub 8:108207430-108213430","Adipose_sub","8:108207430-108213430","","","","","","","","","","","6.392","<0.0001"
"Adipose_sub 8:60596070-60602070","Adipose_sub","8:60596070-60602070","","","","","","","","","","","7.7428","<0.0001"
"Adipose_sub 9:34449316-34455316","Adipose_sub","9:34449316-34455316","","","","","","","","","","","7.3253","<0.0001"
"Adipose_sub 9:70389912-70395912","Adipose_sub","9:70389912-70395912","","","","","","","","","","","9.377","<0.0001"
"Adipose_sub 9:85856735-85862735","Adipose_sub","9:85856735-85862735","","","","","","","","","","","6.4794","<0.0001"
"Adipose_sub 9:91416448-91422448","Adipose_sub","9:91416448-91422448","","","","","","","","","","","9.7805","<0.0001"
"Adipose_sub 9:91417146-91423146","Adipose_sub","9:91417146-91423146","","","","","","","","","","","9.4021","<0.0001"
"Adipose_vis ENSR00000009825","Adipose_vis","ENSR00000009825","","","","","","","","","","","6.877","<0.0001"
"Adipose_vis ENSR00000026484","Adipose_vis","ENSR00000026484","","","","","","","","","","","6.8523","<0.0001"
"Adipose_vis ENSR00000026485","Adipose_vis","ENSR00000026485","","","","","","","","","","","7.6422","<0.0001"
"Adipose_vis ENSR00000040257","Adipose_vis","ENSR00000040257","","","","","","","","","","","8.4891","<0.0001"
"Adipose_vis ENSR00000065685","Adipose_vis","ENSR00000065685","","","","","","","","","","","27.0729","0"
"Adipose_vis ENSR00000103058","Adipose_vis","ENSR00000103058","","","","","","","","","","","7.7071","<0.0001"
"Adipose_vis ENSR00000133326","Adipose_vis","ENSR00000133326","","","","","","","","","","","8.6763","<0.0001"
"Adipose_vis ENSR00000172592","Adipose_vis","ENSR00000172592","","","","","","","","","","","10.5107","<0.0001"
"Adipose_vis ENSR00000172593","Adipose_vis","ENSR00000172593","","","","","","","","","","","11.9084","<0.0001"
"Adipose_vis ENSR00000177388","Adipose_vis","ENSR00000177388","","","","","","","","","","","7.1149","<0.0001"
"Adipose_vis ENSR00000177389","Adipose_vis","ENSR00000177389","","","","","","","","","","","10.8464","<0.0001"
"Adipose_vis ENSR00000205251","Adipose_vis","ENSR00000205251","","","","","","","","","","","7.1574","<0.0001"
"Adipose_vis ENSR00000231881","Adipose_vis","ENSR00000231881","","","","","","","","","","","7.2119","<0.0001"
"Adipose_vis ENSR00000251879","Adipose_vis","ENSR00000251879","","","","","","","","","","","6.8101","<0.0001"
"Adipose_vis ENSR00000258819","Adipose_vis","ENSR00000258819","","","","","","","","","","","6.8115","<0.0001"
"Adipose_vis ENSR00000279383","Adipose_vis","ENSR00000279383","","","","","","","","","","","7.1228","<0.0001"
"Adipose_vis ENSR00000279384","Adipose_vis","ENSR00000279384","","","","","","","","","","","6.7775","<0.0001"
"Adipose_vis ENSR00000288038","Adipose_vis","ENSR00000288038","","","","","","","","","","","7.3075","<0.0001"
"Adipose_vis ENSR00000306140","Adipose_vis","ENSR00000306140","","","","","","","","","","","14.3304","0"
"Adipose_vis ENSR00000308258","Adipose_vis","ENSR00000308258","","","","","","","","","","","7.5973","<0.0001"
"Adipose_vis 2:241760236-241766236","Adipose_vis","2:241760236-241766236","","","","","","","","","","","8.6393","<0.0001"
"Adipose_vis 2:241761143-241767143","Adipose_vis","2:241761143-241767143","","","","","","","","","","","9.0372","<0.0001"
"Adipose_vis 2:241761427-241767427","Adipose_vis","2:241761427-241767427","","","","","","","","","","","9.1464","<0.0001"
"Adrenal ENSR00000020408","Adrenal","ENSR00000020408","","","","","","","","","","","7.7267","<0.0001"
"Adrenal ENSR00000025090","Adrenal","ENSR00000025090","","","","","","","","","","","9.2259","<0.0001"
"Adrenal ENSR00000065685","Adrenal","ENSR00000065685","","","","","","","","","","","13.154","<0.0001"
"Adrenal ENSR00000124371","Adrenal","ENSR00000124371","","","","","","","","","","","8.7037","<0.0001"
"Adrenal ENSR00000133326","Adrenal","ENSR00000133326","","","","","","","","","","","10.0294","<0.0001"
"Adrenal ENSR00000251878","Adrenal","ENSR00000251878","","","","","","","","","","","8.109","<0.0001"
"Adrenal 2:241760236-241766236","Adrenal","2:241760236-241766236","","","","","","","","","","","10.0356","<0.0001"
"Adrenal 2:241761143-241767143","Adrenal","2:241761143-241767143","","","","","","","","","","","10.1976","<0.0001"
"Adrenal 2:241761427-241767427","Adrenal","2:241761427-241767427","","","","","","","","","","","10.2153","<0.0001"
"Artery_aor ENSR00000065685","Artery_aor","ENSR00000065685","","","","","","","","","","","40.4714","0"
"Artery_aor ENSR00000088835","Artery_aor","ENSR00000088835","","","","","","","","","","","21.6714","0"
"Artery_aor ENSR00000175457","Artery_aor","ENSR00000175457","","","","","","","","","","","11.7305","<0.0001"
"Artery_aor ENSR00000184341","Artery_aor","ENSR00000184341","","","","","","","","","","","16.926","<0.0001"
"Artery_aor ENSR00000220554","Artery_aor","ENSR00000220554","","","","","","","","","","","10.9157","<0.0001"
"Artery_aor ENSR00000256328","Artery_aor","ENSR00000256328","","","","","","","","","","","14.6529","<0.0001"
"Artery_aor ENSR00000256329","Artery_aor","ENSR00000256329","","","","","","","","","","","14.7694","<0.0001"
"Artery_aor ENSR00000256330","Artery_aor","ENSR00000256330","","","","","","","","","","","13.5107","<0.0001"
"Artery_aor ENSR00000302345","Artery_aor","ENSR00000302345","","","","","","","","","","","10.6469","<0.0001"
"Artery_aor ENSR00000302346","Artery_aor","ENSR00000302346","","","","","","","","","","","11.8125","<0.0001"
"Artery_aor ENSR00000306140","Artery_aor","ENSR00000306140","","","","","","","","","","","11.0825","<0.0001"
"Artery_aor 7:30229615-30235615","Artery_aor","7:30229615-30235615","","","","","","","","","","","10.9708","<0.0001"
"Artery_cor ENSR00000027731","Artery_cor","ENSR00000027731","","","","","","","","","","","12.5064","<0.0001"
"Artery_cor ENSR00000040257","Artery_cor","ENSR00000040257","","","","","","","","","","","10.2339","<0.0001"
"Artery_cor ENSR00000047111","Artery_cor","ENSR00000047111","","","","","","","","","","","11.8341","<0.0001"
"Artery_cor ENSR00000047112","Artery_cor","ENSR00000047112","","","","","","","","","","","12.4261","<0.0001"
"Artery_cor ENSR00000047113","Artery_cor","ENSR00000047113","","","","","","","","","","","13.898","<0.0001"
"Artery_cor ENSR00000060638","Artery_cor","ENSR00000060638","","","","","","","","","","","9.9225","<0.0001"
"Artery_cor ENSR00000065685","Artery_cor","ENSR00000065685","","","","","","","","","","","14.288","<0.0001"
"Artery_cor ENSR00000069687","Artery_cor","ENSR00000069687","","","","","","","","","","","41.036","0"
"Artery_cor ENSR00000256328","Artery_cor","ENSR00000256328","","","","","","","","","","","13.715","<0.0001"
"Artery_cor ENSR00000274944","Artery_cor","ENSR00000274944","","","","","","","","","","","42.6733","0"
"Artery_cor ENSR00000274945","Artery_cor","ENSR00000274945","","","","","","","","","","","41.7735","0"
"Artery_cor ENSR00000274946","Artery_cor","ENSR00000274946","","","","","","","","","","","29.5004","0"
"Artery_cor ENSR00000302345","Artery_cor","ENSR00000302345","","","","","","","","","","","10.7552","<0.0001"
"Artery_cor ENSR00000302346","Artery_cor","ENSR00000302346","","","","","","","","","","","11.6558","<0.0001"
"Artery_cor ENSR00000306140","Artery_cor","ENSR00000306140","","","","","","","","","","","10.3527","<0.0001"
"Artery_cor ENSR00000308258","Artery_cor","ENSR00000308258","","","","","","","","","","","9.5141","<0.0001"
"Artery_cor 7:30229615-30235615","Artery_cor","7:30229615-30235615","","","","","","","","","","","10.0697","<0.0001"
"Artery_tib ENSR00000003263","Artery_tib","ENSR00000003263","","","","","","","","","","","4.6531","<0.0001"
"Artery_tib ENSR00000003264","Artery_tib","ENSR00000003264","","","","","","","","","","","4.8185","<0.0001"
"Artery_tib ENSR00000006096","Artery_tib","ENSR00000006096","","","","","","","","","","","4.8014","<0.0001"
"Artery_tib ENSR00000006614","Artery_tib","ENSR00000006614","","","","","","","","","","","6.2328","<0.0001"
"Artery_tib ENSR00000006615","Artery_tib","ENSR00000006615","","","","","","","","","","","6.7395","<0.0001"
"Artery_tib ENSR00000008538","Artery_tib","ENSR00000008538","","","","","","","","","","","6.0662","<0.0001"
"Artery_tib ENSR00000008755","Artery_tib","ENSR00000008755","","","","","","","","","","","5.4989","<0.0001"
"Artery_tib ENSR00000012398","Artery_tib","ENSR00000012398","","","","","","","","","","","5.6685","<0.0001"
"Artery_tib ENSR00000012411","Artery_tib","ENSR00000012411","","","","","","","","","","","5.1618","<0.0001"
"Artery_tib ENSR00000012414","Artery_tib","ENSR00000012414","","","","","","","","","","","9.1867","<0.0001"
"Artery_tib ENSR00000012415","Artery_tib","ENSR00000012415","","","","","","","","","","","8.8141","<0.0001"
"Artery_tib ENSR00000012459","Artery_tib","ENSR00000012459","","","","","","","","","","","5.0258","<0.0001"
"Artery_tib ENSR00000012464","Artery_tib","ENSR00000012464","","","","","","","","","","","5.8083","<0.0001"
"Artery_tib ENSR00000012485","Artery_tib","ENSR00000012485","","","","","","","","","","","5.1172","<0.0001"
"Artery_tib ENSR00000012486","Artery_tib","ENSR00000012486","","","","","","","","","","","4.6183","<0.0001"
"Artery_tib ENSR00000012487","Artery_tib","ENSR00000012487","","","","","","","","","","","4.8561","<0.0001"
"Artery_tib ENSR00000012488","Artery_tib","ENSR00000012488","","","","","","","","","","","5.6671","<0.0001"
"Artery_tib ENSR00000012529","Artery_tib","ENSR00000012529","","","","","","","","","","","4.5444","<0.0001"
"Artery_tib ENSR00000012530","Artery_tib","ENSR00000012530","","","","","","","","","","","5.3012","<0.0001"
"Artery_tib ENSR00000012531","Artery_tib","ENSR00000012531","","","","","","","","","","","5.7694","<0.0001"
"Artery_tib ENSR00000012532","Artery_tib","ENSR00000012532","","","","","","","","","","","6.1584","<0.0001"
"Artery_tib ENSR00000012533","Artery_tib","ENSR00000012533","","","","","","","","","","","6.955","<0.0001"
"Artery_tib ENSR00000013195","Artery_tib","ENSR00000013195","","","","","","","","","","","4.4938","<0.0001"
"Artery_tib ENSR00000013267","Artery_tib","ENSR00000013267","","","","","","","","","","","5.6763","<0.0001"
"Artery_tib ENSR00000013268","Artery_tib","ENSR00000013268","","","","","","","","","","","4.885","<0.0001"
"Artery_tib ENSR00000013269","Artery_tib","ENSR00000013269","","","","","","","","","","","4.6288","<0.0001"
"Artery_tib ENSR00000013270","Artery_tib","ENSR00000013270","","","","","","","","","","","5.1155","<0.0001"
"Artery_tib ENSR00000013274","Artery_tib","ENSR00000013274","","","","","","","","","","","4.6307","<0.0001"
"Artery_tib ENSR00000013275","Artery_tib","ENSR00000013275","","","","","","","","","","","5.3888","<0.0001"
"Artery_tib ENSR00000013278","Artery_tib","ENSR00000013278","","","","","","","","","","","5.2406","<0.0001"
"Artery_tib ENSR00000013282","Artery_tib","ENSR00000013282","","","","","","","","","","","8.9597","<0.0001"
"Artery_tib ENSR00000013283","Artery_tib","ENSR00000013283","","","","","","","","","","","9.6117","<0.0001"
"Artery_tib ENSR00000013284","Artery_tib","ENSR00000013284","","","","","","","","","","","8.8924","<0.0001"
"Artery_tib ENSR00000013287","Artery_tib","ENSR00000013287","","","","","","","","","","","5.9079","<0.0001"
"Artery_tib ENSR00000013288","Artery_tib","ENSR00000013288","","","","","","","","","","","5.1124","<0.0001"
"Artery_tib ENSR00000013295","Artery_tib","ENSR00000013295","","","","","","","","","","","5.0251","<0.0001"
"Artery_tib ENSR00000013332","Artery_tib","ENSR00000013332","","","","","","","","","","","5.0094","<0.0001"
"Artery_tib ENSR00000013333","Artery_tib","ENSR00000013333","","","","","","","","","","","6.1115","<0.0001"
"Artery_tib ENSR00000013337","Artery_tib","ENSR00000013337","","","","","","","","","","","8.7878","<0.0001"
"Artery_tib ENSR00000013338","Artery_tib","ENSR00000013338","","","","","","","","","","","9.6089","<0.0001"
"Artery_tib ENSR00000013341","Artery_tib","ENSR00000013341","","","","","","","","","","","5.1714","<0.0001"
"Artery_tib ENSR00000013346","Artery_tib","ENSR00000013346","","","","","","","","","","","5.3967","<0.0001"
"Artery_tib ENSR00000013347","Artery_tib","ENSR00000013347","","","","","","","","","","","4.7476","<0.0001"
"Artery_tib ENSR00000013351","Artery_tib","ENSR00000013351","","","","","","","","","","","5.112","<0.0001"
"Artery_tib ENSR00000013352","Artery_tib","ENSR00000013352","","","","","","","","","","","4.624","<0.0001"
"Artery_tib ENSR00000013353","Artery_tib","ENSR00000013353","","","","","","","","","","","4.9068","<0.0001"
"Artery_tib ENSR00000013354","Artery_tib","ENSR00000013354","","","","","","","","","","","5.6815","<0.0001"
"Artery_tib ENSR00000014935","Artery_tib","ENSR00000014935","","","","","","","","","","","6.3766","<0.0001"
"Artery_tib ENSR00000014937","Artery_tib","ENSR00000014937","","","","","","","","","","","4.975","<0.0001"
"Artery_tib ENSR00000014938","Artery_tib","ENSR00000014938","","","","","","","","","","","4.5117","<0.0001"
"Artery_tib ENSR00000017509","Artery_tib","ENSR00000017509","","","","","","","","","","","4.8378","<0.0001"
"Artery_tib ENSR00000017510","Artery_tib","ENSR00000017510","","","","","","","","","","","4.6084","<0.0001"
"Artery_tib ENSR00000017748","Artery_tib","ENSR00000017748","","","","","","","","","","","6.6076","<0.0001"
"Artery_tib ENSR00000018036","Artery_tib","ENSR00000018036","","","","","","","","","","","5.6321","<0.0001"
"Artery_tib ENSR00000018037","Artery_tib","ENSR00000018037","","","","","","","","","","","5.5385","<0.0001"
"Artery_tib ENSR00000020408","Artery_tib","ENSR00000020408","","","","","","","","","","","6.3612","<0.0001"
"Artery_tib ENSR00000023672","Artery_tib","ENSR00000023672","","","","","","","","","","","8.9731","<0.0001"
"Artery_tib ENSR00000025090","Artery_tib","ENSR00000025090","","","","","","","","","","","5.6769","<0.0001"
"Artery_tib ENSR00000025463","Artery_tib","ENSR00000025463","","","","","","","","","","","5.4773","<0.0001"
"Artery_tib ENSR00000029395","Artery_tib","ENSR00000029395","","","","","","","","","","","4.52","<0.0001"
"Artery_tib ENSR00000029815","Artery_tib","ENSR00000029815","","","","","","","","","","","8.0722","<0.0001"
"Artery_tib ENSR00000031584","Artery_tib","ENSR00000031584","","","","","","","","","","","4.9398","<0.0001"
"Artery_tib ENSR00000031585","Artery_tib","ENSR00000031585","","","","","","","","","","","5.7676","<0.0001"
"Artery_tib ENSR00000036282","Artery_tib","ENSR00000036282","","","","","","","","","","","4.8943","<0.0001"
"Artery_tib ENSR00000036936","Artery_tib","ENSR00000036936","","","","","","","","","","","7.2799","<0.0001"
"Artery_tib ENSR00000036941","Artery_tib","ENSR00000036941","","","","","","","","","","","7.3498","<0.0001"
"Artery_tib ENSR00000036942","Artery_tib","ENSR00000036942","","","","","","","","","","","8.7499","<0.0001"
"Artery_tib ENSR00000036943","Artery_tib","ENSR00000036943","","","","","","","","","","","9.1857","<0.0001"
"Artery_tib ENSR00000036944","Artery_tib","ENSR00000036944","","","","","","","","","","","8.7749","<0.0001"
"Artery_tib ENSR00000038751","Artery_tib","ENSR00000038751","","","","","","","","","","","5.379","<0.0001"
"Artery_tib ENSR00000039212","Artery_tib","ENSR00000039212","","","","","","","","","","","5.3077","<0.0001"
"Artery_tib ENSR00000039257","Artery_tib","ENSR00000039257","","","","","","","","","","","4.5142","<0.0001"
"Artery_tib ENSR00000041223","Artery_tib","ENSR00000041223","","","","","","","","","","","4.5553","<0.0001"
"Artery_tib ENSR00000042045","Artery_tib","ENSR00000042045","","","","","","","","","","","9.0953","<0.0001"
"Artery_tib ENSR00000042046","Artery_tib","ENSR00000042046","","","","","","","","","","","9.0465","<0.0001"
"Artery_tib ENSR00000042914","Artery_tib","ENSR00000042914","","","","","","","","","","","5.4379","<0.0001"
"Artery_tib ENSR00000042917","Artery_tib","ENSR00000042917","","","","","","","","","","","6.5404","<0.0001"
"Artery_tib ENSR00000042918","Artery_tib","ENSR00000042918","","","","","","","","","","","5.0479","<0.0001"
"Artery_tib ENSR00000043371","Artery_tib","ENSR00000043371","","","","","","","","","","","5.1042","<0.0001"
"Artery_tib ENSR00000043372","Artery_tib","ENSR00000043372","","","","","","","","","","","5.7932","<0.0001"
"Artery_tib ENSR00000045198","Artery_tib","ENSR00000045198","","","","","","","","","","","5.3093","<0.0001"
"Artery_tib ENSR00000045199","Artery_tib","ENSR00000045199","","","","","","","","","","","4.5414","<0.0001"
"Artery_tib ENSR00000047195","Artery_tib","ENSR00000047195","","","","","","","","","","","11.7697","1e-04"
"Artery_tib ENSR00000048183","Artery_tib","ENSR00000048183","","","","","","","","","","","5.391","<0.0001"
"Artery_tib ENSR00000052891","Artery_tib","ENSR00000052891","","","","","","","","","","","7.2168","<0.0001"
"Artery_tib ENSR00000057223","Artery_tib","ENSR00000057223","","","","","","","","","","","5.1651","<0.0001"
"Artery_tib ENSR00000060638","Artery_tib","ENSR00000060638","","","","","","","","","","","5.9288","<0.0001"
"Artery_tib ENSR00000060976","Artery_tib","ENSR00000060976","","","","","","","","","","","4.717","<0.0001"
"Artery_tib ENSR00000062059","Artery_tib","ENSR00000062059","","","","","","","","","","","5.2825","<0.0001"
"Artery_tib ENSR00000062453","Artery_tib","ENSR00000062453","","","","","","","","","","","4.5367","<0.0001"
"Artery_tib ENSR00000065685","Artery_tib","ENSR00000065685","","","","","","","","","","","27.3801","0"
"Artery_tib ENSR00000065781","Artery_tib","ENSR00000065781","","","","","","","","","","","5.1328","<0.0001"
"Artery_tib ENSR00000065782","Artery_tib","ENSR00000065782","","","","","","","","","","","4.6902","<0.0001"
"Artery_tib ENSR00000065833","Artery_tib","ENSR00000065833","","","","","","","","","","","5.4708","<0.0001"
"Artery_tib ENSR00000065834","Artery_tib","ENSR00000065834","","","","","","","","","","","4.7398","<0.0001"
"Artery_tib ENSR00000067384","Artery_tib","ENSR00000067384","","","","","","","","","","","5.4191","<0.0001"
"Artery_tib ENSR00000067385","Artery_tib","ENSR00000067385","","","","","","","","","","","4.9951","<0.0001"
"Artery_tib ENSR00000067761","Artery_tib","ENSR00000067761","","","","","","","","","","","7.5063","<0.0001"
"Artery_tib ENSR00000068474","Artery_tib","ENSR00000068474","","","","","","","","","","","12.1241","0"
"Artery_tib ENSR00000069179","Artery_tib","ENSR00000069179","","","","","","","","","","","6.4111","<0.0001"
"Artery_tib ENSR00000069195","Artery_tib","ENSR00000069195","","","","","","","","","","","7.2004","<0.0001"
"Artery_tib ENSR00000070122","Artery_tib","ENSR00000070122","","","","","","","","","","","5.463","<0.0001"
"Artery_tib ENSR00000070287","Artery_tib","ENSR00000070287","","","","","","","","","","","7.9533","<0.0001"
"Artery_tib ENSR00000070291","Artery_tib","ENSR00000070291","","","","","","","","","","","5.5438","<0.0001"
"Artery_tib ENSR00000070292","Artery_tib","ENSR00000070292","","","","","","","","","","","5.4766","<0.0001"
"Artery_tib ENSR00000070293","Artery_tib","ENSR00000070293","","","","","","","","","","","6.284","<0.0001"
"Artery_tib ENSR00000070294","Artery_tib","ENSR00000070294","","","","","","","","","","","7.1766","<0.0001"
"Artery_tib ENSR00000070485","Artery_tib","ENSR00000070485","","","","","","","","","","","4.8703","<0.0001"
"Artery_tib ENSR00000070487","Artery_tib","ENSR00000070487","","","","","","","","","","","4.5181","<0.0001"
"Artery_tib ENSR00000072283","Artery_tib","ENSR00000072283","","","","","","","","","","","5.0427","<0.0001"
"Artery_tib ENSR00000072284","Artery_tib","ENSR00000072284","","","","","","","","","","","5.2913","<0.0001"
"Artery_tib ENSR00000073256","Artery_tib","ENSR00000073256","","","","","","","","","","","6.0462","<0.0001"
"Artery_tib ENSR00000073985","Artery_tib","ENSR00000073985","","","","","","","","","","","10.8622","<0.0001"
"Artery_tib ENSR00000074107","Artery_tib","ENSR00000074107","","","","","","","","","","","4.675","<0.0001"
"Artery_tib ENSR00000077981","Artery_tib","ENSR00000077981","","","","","","","","","","","8.1452","<0.0001"
"Artery_tib ENSR00000077982","Artery_tib","ENSR00000077982","","","","","","","","","","","6.437","<0.0001"
"Artery_tib ENSR00000081492","Artery_tib","ENSR00000081492","","","","","","","","","","","6.2285","<0.0001"
"Artery_tib ENSR00000081859","Artery_tib","ENSR00000081859","","","","","","","","","","","13.2414","0"
"Artery_tib ENSR00000083753","Artery_tib","ENSR00000083753","","","","","","","","","","","5.8384","<0.0001"
"Artery_tib ENSR00000083754","Artery_tib","ENSR00000083754","","","","","","","","","","","5.5806","<0.0001"
"Artery_tib ENSR00000085229","Artery_tib","ENSR00000085229","","","","","","","","","","","4.8932","<0.0001"
"Artery_tib ENSR00000085598","Artery_tib","ENSR00000085598","","","","","","","","","","","5.022","<0.0001"
"Artery_tib ENSR00000088835","Artery_tib","ENSR00000088835","","","","","","","","","","","5.2434","<0.0001"
"Artery_tib ENSR00000090390","Artery_tib","ENSR00000090390","","","","","","","","","","","4.8992","<0.0001"
"Artery_tib ENSR00000095056","Artery_tib","ENSR00000095056","","","","","","","","","","","6.2329","<0.0001"
"Artery_tib ENSR00000095057","Artery_tib","ENSR00000095057","","","","","","","","","","","7.3015","<0.0001"
"Artery_tib ENSR00000095058","Artery_tib","ENSR00000095058","","","","","","","","","","","9.7383","<0.0001"
"Artery_tib ENSR00000095059","Artery_tib","ENSR00000095059","","","","","","","","","","","10.4831","<0.0001"
"Artery_tib ENSR00000095079","Artery_tib","ENSR00000095079","","","","","","","","","","","9.6921","<0.0001"
"Artery_tib ENSR00000108400","Artery_tib","ENSR00000108400","","","","","","","","","","","5.8707","<0.0001"
"Artery_tib ENSR00000110857","Artery_tib","ENSR00000110857","","","","","","","","","","","5.4512","<0.0001"
"Artery_tib ENSR00000116673","Artery_tib","ENSR00000116673","","","","","","","","","","","5.0231","<0.0001"
"Artery_tib ENSR00000116674","Artery_tib","ENSR00000116674","","","","","","","","","","","5.319","<0.0001"
"Artery_tib ENSR00000116675","Artery_tib","ENSR00000116675","","","","","","","","","","","5.7805","<0.0001"
"Artery_tib ENSR00000116679","Artery_tib","ENSR00000116679","","","","","","","","","","","8.8551","<0.0001"
"Artery_tib ENSR00000116680","Artery_tib","ENSR00000116680","","","","","","","","","","","6.2943","<0.0001"
"Artery_tib ENSR00000116681","Artery_tib","ENSR00000116681","","","","","","","","","","","6.1825","<0.0001"
"Artery_tib ENSR00000119557","Artery_tib","ENSR00000119557","","","","","","","","","","","9.2952","<0.0001"
"Artery_tib ENSR00000121594","Artery_tib","ENSR00000121594","","","","","","","","","","","5.8347","<0.0001"
"Artery_tib ENSR00000122592","Artery_tib","ENSR00000122592","","","","","","","","","","","5.3131","<0.0001"
"Artery_tib ENSR00000126599","Artery_tib","ENSR00000126599","","","","","","","","","","","4.6156","<0.0001"
"Artery_tib ENSR00000128610","Artery_tib","ENSR00000128610","","","","","","","","","","","4.5649","<0.0001"
"Artery_tib ENSR00000128611","Artery_tib","ENSR00000128611","","","","","","","","","","","4.7042","<0.0001"
"Artery_tib ENSR00000129191","Artery_tib","ENSR00000129191","","","","","","","","","","","6.6039","<0.0001"
"Artery_tib ENSR00000130334","Artery_tib","ENSR00000130334","","","","","","","","","","","4.5462","<0.0001"
"Artery_tib ENSR00000132752","Artery_tib","ENSR00000132752","","","","","","","","","","","5.1961","<0.0001"
"Artery_tib ENSR00000133326","Artery_tib","ENSR00000133326","","","","","","","","","","","9.8889","<0.0001"
"Artery_tib ENSR00000134488","Artery_tib","ENSR00000134488","","","","","","","","","","","5.8157","<0.0001"
"Artery_tib ENSR00000134857","Artery_tib","ENSR00000134857","","","","","","","","","","","5.482","<0.0001"
"Artery_tib ENSR00000137473","Artery_tib","ENSR00000137473","","","","","","","","","","","9.5442","<0.0001"
"Artery_tib ENSR00000137474","Artery_tib","ENSR00000137474","","","","","","","","","","","8.3896","<0.0001"
"Artery_tib ENSR00000137479","Artery_tib","ENSR00000137479","","","","","","","","","","","9.4069","<0.0001"
"Artery_tib ENSR00000137480","Artery_tib","ENSR00000137480","","","","","","","","","","","9.6126","<0.0001"
"Artery_tib ENSR00000137481","Artery_tib","ENSR00000137481","","","","","","","","","","","9.718","<0.0001"
"Artery_tib ENSR00000138264","Artery_tib","ENSR00000138264","","","","","","","","","","","7.861","<0.0001"
"Artery_tib ENSR00000138265","Artery_tib","ENSR00000138265","","","","","","","","","","","8.0114","<0.0001"
"Artery_tib ENSR00000138266","Artery_tib","ENSR00000138266","","","","","","","","","","","7.4464","<0.0001"
"Artery_tib ENSR00000143153","Artery_tib","ENSR00000143153","","","","","","","","","","","5.4289","<0.0001"
"Artery_tib ENSR00000143202","Artery_tib","ENSR00000143202","","","","","","","","","","","5.458","<0.0001"
"Artery_tib ENSR00000143203","Artery_tib","ENSR00000143203","","","","","","","","","","","7.3675","<0.0001"
"Artery_tib ENSR00000143204","Artery_tib","ENSR00000143204","","","","","","","","","","","9.2546","<0.0001"
